country.a,statea,year,endyear,dispnum3,hiact,hostlev,fatality,victor,pb.year,same.exp,outcome
Dem.Rp.Congo,490,1980,1981,3112,14,Use of force,0,0,1981,0.83621612806546,Neither
USA,2,1980,1981,3105,0,No militarized action,0,0,1981,0.9979019846329508,Neither
Colombia,100,1980,1980,3120,7,Display of force,0,0,1981,0.9121649561424146,Neither
Morocco,600,1980,1980,2969,16,Use of force,0,0,1981,0.9952490715516253,Neither
Iran,630,1980,1980,3108,16,Use of force,0,0,1981,0.8975378275842296,Neither
Israel,666,1980,1981,3448,17,Use of force,1,0,1981,0.9386127643266919,Neither
Israel,666,1980,1981,3107,7,Display of force,0,0,1981,0.9386127643266919,Neither
Jordan,663,1980,1981,3107,7,Display of force,0,0,1981,0.8211609738420083,Neither
India,750,1980,1980,3109,16,Use of force,0,0,1981,0.9061303075495977,Neither
Thailand,800,1980,1980,3111,0,No militarized action,0,0,1981,0.9879985322629733,Neither
Bangladesh,771,1980,1980,3109,0,No militarized action,0,0,1981,0.7067329217909492,Neither
Fm USSR,365,1980,1980,2717,17,Use of force,1,0,1981,0.7645993490873773,Neither
Canada,20,1980,1980,2226,7,Display of force,0,0,1981,0.9968219015598009,Neither
USA,2,1980,1980,2226,7,Display of force,0,0,1981,0.9979019846329508,Neither
Italy,325,1980,1980,2226,7,Display of force,0,0,1981,0.9956340195657961,Neither
Netherlands,210,1980,1980,2226,7,Display of force,0,0,1981,0.9967254632821965,Neither
UK,200,1980,1980,2226,7,Display of force,0,0,1981,0.9159549475272968,Neither
Norway,385,1980,1980,2226,7,Display of force,0,0,1981,0.9273047617363581,Neither
Yugoslavia,345,1980,1980,3116,1,Threat to use force,0,0,1981,0.9913758461533604,Neither
China,710,1980,1980,2717,17,Use of force,1,0,1981,0.9556331707087262,Neither
Iran,630,1980,1980,3017,7,Display of force,0,0,1981,0.8975378275842296,Neither
Oman,698,1980,1980,3115,0,No militarized action,0,0,1981,0.8522904256281801,Neither
Morocco,600,1980,1980,3113,7,Display of force,0,0,1981,0.9952490715516253,Neither
Argentina,160,1980,1981,2083,15,Use of force,0,0,1981,0.9365166655083588,Neither
Kuwait,690,1980,1980,3108,0,No militarized action,0,0,1981,0.9436706968481616,Neither
Fm USSR,365,1980,1980,3017,7,Display of force,0,0,1981,0.7645993490873773,Neither
Afghanistan,700,1980,1980,3017,7,Display of force,0,0,1981,0.9821067145559108,Neither
Fm USSR,365,1980,1980,3115,7,Display of force,0,0,1981,0.7645993490873773,Neither
Morocco,600,1980,1980,3119,16,Use of force,0,0,1981,0.9952490715516253,Neither
Ethiopia,530,1980,1981,2071,17,Use of force,3,0,1981,0.9312419462389322,Neither
Thailand,800,1980,1980,3114,0,No militarized action,0,0,1981,0.9879985322629733,Neither
Nicaragua,93,1981,1985,2347,12,Display of force,0,0,1985,0.25564213328225666,Neither
Libya,620,1981,1981,3098,7,Display of force,NA,0,1982,0.6641349792471432,Neither
Libya,620,1981,1981,3099,16,Use of force,NA,0,1982,0.6641349792471432,Neither
Cuba,40,1981,1981,2972,7,Display of force,0,0,1982,0.879187075566764,Neither
Korea D P Rp,731,1981,1982,2971,0,No militarized action,0,0,1982,0.8888676341286859,Neither
Fm USSR,365,1981,1981,2228,0,No militarized action,0,0,1982,0.936420159636735,Neither
Chile,155,1981,1982,2084,16,Use of force,0,0,1982,0.6813717580762776,Neither
Argentina,160,1981,1982,2084,15,Use of force,0,0,1982,0.8879042057991613,Neither
Peru,135,1981,1981,2119,17,Use of force,2,0,1982,0.6806723600773587,Neither
Ecuador,130,1981,1981,2119,17,Use of force,2,0,1982,0.5481240936545165,Neither
Guyana,110,1981,1982,2237,10,Display of force,0,0,1982,0.9626133613184549,Neither
Honduras,91,1981,1985,2347,7,Display of force,0,0,1985,0.3394188480072814,Neither
Saudi Arabia,670,1981,1981,3092,7,Display of force,0,0,1982,0.9118855026815014,Neither
Iraq,645,1981,1982,3180,0,No militarized action,0,0,1982,0.9273482653901739,Neither
Iran,630,1981,1981,3095,16,Use of force,0,0,1982,0.859936755458954,Neither
Israel,666,1981,1981,3092,12,Display of force,0,0,1982,0.9861586112587227,Neither
Greece,350,1981,1982,2175,7,Display of force,0,0,1982,0.9838789568931873,Neither
Iran,630,1981,1981,3097,17,Use of force,1,0,1982,0.859936755458954,Neither
India,750,1981,1981,3096,17,Use of force,1,0,1982,0.8656511891238801,Neither
Korea D P Rp,731,1981,1982,2194,17,Use of force,0,0,1982,0.8888676341286859,Neither
India,750,1981,1981,2639,17,Use of force,2,0,1982,0.8656511891238801,Neither
Norway,385,1981,1981,2970,7,Display of force,0,0,1982,0.9531426878574646,Neither
Iran,630,1981,1981,3100,15,Use of force,0,0,1982,0.859936755458954,Neither
Turkey,640,1981,1982,2175,7,Display of force,0,0,1982,0.9931863944641313,Neither
Venezuela,101,1981,1982,2237,7,Display of force,0,0,1982,0.5742651117971219,Neither
Denmark,390,1981,1981,2970,0,No militarized action,0,0,1982,0.9839472703482238,Neither
Fm USSR,365,1981,1981,3093,7,Display of force,0,0,1982,0.936420159636735,Neither
USA,2,1981,1981,3098,7,Display of force,NA,0,1982,0.9873818876270123,Neither
USA,2,1981,1981,3099,16,Use of force,NA,0,1982,0.9873818876270123,Neither
Sudan,625,1981,1981,3098,16,Use of force,NA,0,1982,0.8102766541414199,Neither
Egypt,651,1981,1981,3098,7,Display of force,NA,0,1982,0.9600193931562098,Neither
Egypt,651,1981,1981,3099,7,Display of force,NA,0,1982,0.9600193931562098,Neither
Somalia,520,1981,1981,3098,7,Display of force,NA,0,1982,0.4988024703356959,Neither
Oman,698,1981,1981,3098,7,Display of force,NA,0,1982,0.9665697359850882,Neither
Nigeria,475,1981,1981,3104,17,Use of force,1,0,1982,0.9492053851446299,Neither
USA,2,1981,1981,2972,7,Display of force,0,0,1982,0.9873818876270123,Neither
Israel,666,1981,1982,3180,12,Display of force,0,0,1982,0.9861586112587227,Neither
Bangladesh,771,1981,1981,3096,17,Use of force,1,0,1982,0.8167472276663816,Neither
Pakistan,770,1981,1981,2639,17,Use of force,2,0,1982,0.9712616728572329,Neither
USA,2,1981,1982,2971,12,Display of force,0,0,1982,0.9873818876270123,Neither
Korea Rep.,732,1981,1982,2194,17,Use of force,0,0,1982,0.9750685270603624,Neither
USA,2,1981,1981,2228,15,Use of force,0,0,1982,0.9873818876270123,Neither
Sweden,380,1981,1981,3093,7,Display of force,0,0,1982,0.9908841946904421,Neither
Kuwait,690,1981,1981,3095,0,No militarized action,0,0,1982,0.7552063516965852,Neither
Turkey,640,1981,1981,3097,17,Use of force,1,0,1982,0.9931863944641313,Neither
Denmark,390,1981,1981,3100,0,No militarized action,0,0,1982,0.9839472703482238,Neither
Cameroon,471,1981,1981,3104,17,Use of force,1,0,1982,0.6244981377103505,Neither
Greece,350,1982,1984,2176,8,Display of force,0,0,1984,0.9769184130464098,Neither
Libya,620,1982,1982,2978,0,No militarized action,0,0,1983,0.8178885637921948,Neither
Libya,620,1982,1982,3088,1,Threat to use force,0,0,1983,0.8178885637921948,Neither
Nicaragua,93,1982,1982,2977,0,No militarized action,0,0,1983,0.2276211569939825,Neither
Fm USSR,365,1982,1983,2229,14,Use of force,0,0,1983,0.9337950439130195,Neither
Fm USSR,365,1982,1982,2982,7,Display of force,0,0,1983,0.9337950439130195,Neither
Venezuela,101,1982,1982,2323,16,Use of force,0,0,1983,0.6498173253528196,Neither
Philippines,840,1982,1982,3612,16,Use of force,0,0,1983,0.384916736256308,Neither
Fm USSR,365,1982,1982,2976,12,Display of force,0,0,1983,0.9337950439130195,Neither
Korea D P Rp,731,1982,1982,2974,15,Use of force,0,0,1983,0.7870847046336658,Neither
Papua N.Guin,910,1982,1982,3083,0,No militarized action,0,0,1983,0.8304702033463331,Neither
India,750,1982,1982,2640,8,Display of force,0,0,1983,0.5122837252980595,Neither
Japan,740,1982,1982,3612,0,No militarized action,0,0,1983,0.9988800064786972,Neither
Lao P.Dem.R,812,1982,1982,3082,16,Use of force,NA,0,1983,0.8725862222014313,Neither
Myanmar,775,1982,1983,3074,15,Use of force,0,0,1983,0.702764711246699,Neither
Turkey,640,1982,1984,2176,16,Use of force,0,0,1984,0.957257114309444,Neither
Iraq,645,1982,1982,3079,16,Use of force,0,0,1983,0.836006849821653,Neither
Fm USSR,365,1982,1982,3089,12,Display of force,0,0,1983,0.9337950439130195,Neither
Fm USSR,365,1982,1982,2973,12,Display of force,0,0,1983,0.9337950439130195,Neither
Somalia,520,1982,1984,2072,17,Use of force,5,0,1984,0.44052246124309896,Neither
Syria,652,1982,1982,3106,16,Use of force,0,0,1983,0.8358891229740525,Neither
USA,2,1982,1982,2978,7,Display of force,0,0,1983,0.9822011731713965,Neither
USA,2,1982,1982,3088,0,No militarized action,0,0,1983,0.9822011731713965,Neither
Zambia,551,1982,1982,3090,17,Use of force,1,0,1983,0.305788181683833,Neither
Ghana,452,1982,1982,3076,16,Use of force,NA,0,1983,0.3718269204778913,Neither
Guatemala,90,1982,1983,2348,16,Use of force,0,0,1983,0.738954357794458,Neither
Colombia,100,1982,1982,2323,16,Use of force,0,0,1983,0.9125647825480562,Neither
Guyana,110,1982,1982,3085,0,No militarized action,0,0,1983,0.8911912559481404,Neither
Mexico,70,1982,1983,2348,0,No militarized action,0,0,1983,0.7197986482640444,Neither
USA,2,1982,1982,2977,12,Display of force,0,0,1983,0.9822011731713965,Neither
Venezuela,101,1982,1982,3085,16,Use of force,0,0,1983,0.6498173253528196,Neither
Greece,350,1982,1982,3079,0,No militarized action,0,0,1983,0.99654209065142485,Neither
Syria,652,1982,1982,3086,7,Display of force,0,0,1983,0.8358891229740525,Neither
Korea Rep.,732,1982,1982,3078,0,No militarized action,0,0,1983,0.4314601901976798,Neither
Jordan,663,1982,1982,3106,0,No militarized action,0,0,1983,0.22209228486924987,Neither
Iraq,645,1982,1982,3086,0,No militarized action,0,0,1983,0.836006849821653,Neither
Pakistan,770,1982,1982,2640,0,No militarized action,0,0,1983,0.9891743886140344,Neither
Iraq,645,1982,1982,3078,16,Use of force,0,0,1983,0.836006849821653,Neither
USA,2,1982,1983,2229,7,Display of force,0,0,1983,0.9822011731713965,Neither
USA,2,1982,1982,2982,0,No militarized action,0,0,1983,0.9822011731713965,Neither
Japan,740,1982,1983,2229,0,No militarized action,0,0,1983,0.9988800064786972,Neither
Japan,740,1982,1982,2976,7,Display of force,0,0,1983,0.9988800064786972,Neither
Italy,325,1982,1982,3089,7,Display of force,0,0,1983,0.996810417424608,Neither
Sweden,380,1982,1982,2973,16,Use of force,0,0,1983,0.9931480622304626,Neither
Togo,461,1982,1982,3076,16,Use of force,NA,0,1983,0.8220092665533396,Neither
Ethiopia,530,1982,1984,2072,17,Use of force,5,0,1984,0.04425395870758888,Neither
Dem.Rp.Congo,490,1982,1982,3090,17,Use of force,1,0,1983,0.9698569629829832,Neither
Thailand,800,1982,1982,3082,16,Use of force,NA,0,1983,0.9831658565111213,Neither
Japan,740,1982,1982,2974,0,No militarized action,0,0,1983,0.9988800064786972,Neither
Thailand,800,1982,1983,3074,0,No militarized action,0,0,1983,0.9831658565111213,Neither
Indonesia,850,1982,1982,3083,16,Use of force,0,0,1983,0.919706484952755,Neither
Cuba,40,1983,1983,2981,0,No militarized action,0,0,1984,0.09915771684245374,Neither
Iran,630,1983,1983,3071,7,Display of force,0,0,1984,0.3486649464640368,Neither
Syria,652,1983,1984,3062,17,Use of force,NA,0,1984,0.2882889365851705,Neither
Korea D P Rp,731,1983,1983,2195,16,Use of force,0,0,1984,0.34357064691230377,Neither
Fm USSR,365,1983,1984,2231,7,Display of force,NA,0,1984,0.4832895374548532,Neither
Libya,620,1983,1983,3065,7,Display of force,0,0,1984,0.3044370810781978,Neither
Libya,620,1983,1984,3634,16,Use of force,NA,0,1984,0.3044370810781978,Neither
Libya,620,1983,1983,3068,0,No militarized action,0,0,1984,0.3044370810781978,Neither
Egypt,651,1983,1985,3385,15,Use of force,0,0,1985,0.5431716558617317,Neither
Egypt,651,1983,1983,2163,17,Use of force,1,0,1984,0.5859620031497915,Neither
India,750,1983,1984,3055,17,Use of force,1,0,1984,0.22657776455038148,Neither
India,750,1983,1984,2641,17,Use of force,1,0,1984,0.22657776455038148,Neither
Afghanistan,700,1983,1987,2054,17,Use of force,NA,0,1987,0.0527370626838685,Neither
Myanmar,775,1983,1983,3075,0,No militarized action,0,0,1984,0.23278405040572792,Neither
Lao P.Dem.R,812,1983,1986,3540,17,Use of force,2,0,1986,0.5984733721770783,Neither
Iraq,645,1983,1985,3057,16,Use of force,0,0,1985,0.3522776621950235,Neither
Argentina,160,1983,1983,3064,7,Display of force,0,0,1984,0.2655246523505427,Neither
Fm USSR,365,1983,1983,3067,7,Display of force,0,0,1984,0.4832895374548532,Neither
Fm USSR,365,1983,1983,3615,12,Display of force,0,0,1984,0.4832895374548532,Neither
Mozambique,541,1983,1983,3070,15,Use of force,1,0,1984,0.6368948330220142,Neither
Ethiopia,530,1983,1983,3056,7,Display of force,0,0,1984,0.20686491955499212,Neither
Israel,666,1983,1985,3385,12,Display of force,0,0,1985,0.9095195355388027,Neither
Cyprus,352,1983,1983,2163,17,Use of force,1,0,1984,0.3626447986570074,Neither
Zambia,551,1983,1984,3060,17,Use of force,NA,0,1984,0.2502208558746613,Neither
Sudan,625,1983,1983,3056,8,Display of force,0,0,1984,0.5043271164126591,Neither
Dem.Rp.Congo,490,1983,1984,3060,17,Use of force,NA,0,1984,0.6965554543196085,Neither
UK,200,1983,1983,3064,0,No militarized action,0,0,1984,0.6851154002574702,Neither
Chile,155,1983,1983,2086,7,Display of force,0,0,1984,0.33439675130378194,Neither
Costa Rica,94,1983,1984,2349,0,No militarized action,NA,0,1984,0.6139982221903945,Neither
USA,2,1983,1983,2981,12,Display of force,0,0,1984,0.9901429427622476,Neither
USA,2,1983,1983,3071,16,Use of force,0,0,1984,0.9901429427622476,Neither
Fm USSR,365,1983,1983,2590,17,Use of force,NA,0,1984,0.4832895374548532,Neither
Afghanistan,700,1983,1983,3059,0,No militarized action,0,0,1984,0.07220741123662666,Neither
Greece,350,1983,1985,3057,0,No militarized action,0,0,1985,0.9831596867056731,Neither
USA,2,1983,1984,3062,17,Use of force,NA,0,1984,0.9901429427622476,Neither
Thailand,800,1983,1983,3075,7,Display of force,0,0,1984,0.8639255236171371,Neither
Bangladesh,771,1983,1984,3055,17,Use of force,1,0,1984,0.543445857420731,Neither
Pakistan,770,1983,1984,2641,17,Use of force,1,0,1984,0.9133941749177308,Neither
Fm USSR,365,1983,1983,3063,16,Use of force,0,0,1984,0.4832895374548532,Neither
China,710,1983,1984,3616,0,No militarized action,0,0,1984,0.4109971738406856,Neither
Malaysia,820,1983,1984,3616,7,Display of force,0,0,1984,0.2476226913704451,Neither
USA,2,1983,1983,2195,7,Display of force,0,0,1984,0.9901429427622476,Neither
Korea Rep.,732,1983,1983,2195,16,Use of force,0,0,1984,0.2842877605234847,Neither
USA,2,1983,1984,2231,7,Display of force,NA,0,1984,0.9901429427622476,Neither
Norway,385,1983,1983,3067,15,Use of force,0,0,1984,0.6636875882094676,Neither
Sweden,380,1983,1983,3615,15,Use of force,0,0,1984,0.8463224076029077,Neither
Iran,630,1983,1983,2590,17,Use of force,NA,0,1984,0.3486649464640368,Neither
Korea Rep.,732,1983,1983,3063,0,No militarized action,0,0,1984,0.2842877605234847,Neither
USA,2,1983,1983,3065,7,Display of force,0,0,1984,0.9901429427622476,Neither
Brazil,140,1983,1983,3068,15,Use of force,0,0,1984,0.21392383145498403,Neither
"France,Monac",220,1983,1984,3634,17,Use of force,NA,0,1984,0.9111980549426558,Neither
Sudan,625,1983,1983,3065,7,Display of force,0,0,1984,0.5043271164126591,Neither
Dem.Rp.Congo,490,1983,1984,3634,17,Use of force,NA,0,1984,0.6965554543196085,Neither
Chad,483,1983,1984,3634,16,Use of force,NA,0,1984,0.3756943656170969,Neither
Nigeria,475,1983,1983,3066,17,Use of force,4,0,1984,0.6771017710805508,Neither
South Africa,560,1983,1983,3070,16,Use of force,1,0,1984,0.1685863949651501,Neither
Chad,483,1983,1983,3066,17,Use of force,4,0,1984,0.3756943656170969,Neither
Argentina,160,1983,1983,2086,7,Display of force,0,0,1984,0.2655246523505427,Neither
Nicaragua,93,1983,1984,2349,17,Use of force,NA,0,1984,0.6104618183186885,Neither
Pakistan,770,1983,1987,2054,17,Use of force,NA,0,1987,0.8231586801018788,Neither
Iran,630,1983,1983,3059,7,Display of force,0,0,1984,0.3486649464640368,Neither
Thailand,800,1983,1986,3540,17,Use of force,2,0,1986,0.7351429531828978,Neither
Morocco,600,1984,1984,3044,17,Use of force,1,0,1985,0.9119405083603693,Neither
"France,Monac",220,1984,1984,3041,15,Use of force,0,0,1985,0.9966591084177346,Neither
Algeria,615,1984,1984,3044,17,Use of force,1,0,1985,0.8246276305773852,Neither
Somalia,520,1984,1985,2074,17,Use of force,3,0,1985,0.911049195706536,Neither
Iraq,645,1984,1985,3046,16,Use of force,0,0,1985,0.7944807024180238,Neither
Ethiopia,530,1984,1985,2074,17,Use of force,3,0,1985,0.5471440124474971,Neither
Iran,630,1984,1984,3541,7,Display of force,0,0,1985,0.8535896461116074,Neither
Korea D P Rp,731,1984,1985,2196,17,Use of force,0,0,1985,0.7440387256519034,Neither
Fm USSR,365,1984,1984,2230,15,Use of force,0,0,1985,0.948638245629367,Neither
Chile,155,1984,1984,2087,0,No militarized action,0,0,1985,0.9303854893228507,Neither
Argentina,160,1984,1984,2087,16,Use of force,0,0,1985,0.9493204327166117,Neither
Peru,135,1984,1984,2118,17,Use of force,1,0,1985,0.4537026078895931,Neither
Guatemala,90,1984,1984,2350,16,Use of force,0,0,1985,0.909241344031059,Neither
Ecuador,130,1984,1984,2118,17,Use of force,1,0,1985,0.5449951955990727,Neither
Mexico,70,1984,1984,2350,0,No militarized action,0,0,1985,0.9517032019969782,Neither
Iraq,645,1984,1984,3038,16,Use of force,0,0,1985,0.7944807024180238,Neither
Iraq,645,1984,1984,3049,16,Use of force,0,0,1985,0.7944807024180238,Neither
Fm USSR,365,1984,1984,2728,7,Display of force,0,0,1985,0.948638245629367,Neither
Iran,630,1984,1984,3617,16,Use of force,0,0,1985,0.8535896461116074,Neither
Iraq,645,1984,1985,3043,16,Use of force,0,0,1985,0.7944807024180238,Neither
USA,2,1984,1984,3541,7,Display of force,0,0,1985,0.9848071290248296,Neither
Bahrain,692,1984,1984,3617,0,No militarized action,0,0,1985,0.8435695605590722,Neither
Kuwait,690,1984,1984,3617,1,Threat to use force,0,0,1985,0.8268575862806238,Neither
Oman,698,1984,1984,3617,0,No militarized action,0,0,1985,0.884882295507741,Neither
Qatar,694,1984,1984,3617,0,No militarized action,0,0,1985,0.9091725356088711,Neither
Saudi Arabia,670,1984,1984,3048,16,Use of force,0,0,1985,0.6179862435652747,Neither
Saudi Arabia,670,1984,1984,3617,1,Threat to use force,0,0,1985,0.6179862435652747,Neither
United Arab Emirates,696,1984,1984,3617,0,No militarized action,0,0,1985,0.9530045192905305,Neither
India,750,1984,1984,3035,0,No militarized action,0,0,1985,0.9816956115089643,Neither
Spain,230,1984,1984,3034,0,No militarized action,0,0,1985,0.9985257647012854,Neither
UK,200,1984,1984,3042,0,No militarized action,0,0,1985,0.9923793793698739,Neither
Liberia,450,1984,1985,3046,0,No militarized action,0,0,1985,0.9989996900850914,Neither
Bahamas,31,1984,1984,3038,0,No militarized action,0,0,1985,0.5876283280942041,Neither
Panama,95,1984,1984,3049,0,No militarized action,0,0,1985,0.9996494036307934,Neither
Cyprus,352,1984,1985,3043,0,No militarized action,0,0,1985,0.8616040132189201,Neither
Turkey,640,1984,1984,3045,0,No militarized action,0,0,1985,0.9804675722020929,Neither
India,750,1984,1984,3053,0,No militarized action,0,0,1985,0.9816956115089643,Neither
UK,200,1984,1984,3052,0,No militarized action,0,0,1985,0.9923793793698739,Neither
Norway,385,1984,1984,3036,0,No militarized action,0,0,1985,0.9210533506740023,Neither
Iran,630,1984,1984,3048,16,Use of force,0,0,1985,0.8535896461116074,Neither
Iraq,645,1984,1984,3045,16,Use of force,0,0,1985,0.7944807024180238,Neither
Greece,350,1984,1985,2177,0,No militarized action,NA,0,1985,0.9923706203452243,Neither
Thailand,800,1984,1984,3027,17,Use of force,1,0,1985,0.9852920281654596,Neither
India,750,1984,1985,3037,15,Use of force,0,0,1985,0.9816956115089643,Neither
Iran,630,1984,1984,3035,16,Use of force,0,0,1985,0.8535896461116074,Neither
Iraq,645,1984,1984,3053,16,Use of force,0,0,1985,0.7944807024180238,Neither
Sri Lanka,780,1984,1985,3037,16,Use of force,0,0,1985,0.8553776829908204,Neither
Pakistan,770,1984,1984,2642,17,Use of force,2,0,1985,0.9521074579123604,Neither
Papua N.Guin,910,1984,1984,3050,7,Display of force,0,0,1985,0.9308555590950565,Neither
India,750,1984,1984,2642,17,Use of force,2,0,1985,0.9816956115089643,Neither
Myanmar,775,1984,1984,3027,17,Use of force,1,0,1985,0.5958229582885296,Neither
Korea Rep.,732,1984,1985,2196,17,Use of force,0,0,1985,0.9910802042503359,Neither
Libya,620,1984,1984,3041,0,No militarized action,0,0,1985,0.8568504018804712,Neither
Spain,230,1984,1984,2541,0,No militarized action,0,0,1985,0.9985257647012854,Neither
Turkey,640,1984,1985,2177,1,Threat to use force,NA,0,1985,0.9804675722020929,Neither
Iran,630,1984,1984,3034,16,Use of force,0,0,1985,0.8535896461116074,Neither
"France,Monac",220,1984,1984,2541,16,Use of force,0,0,1985,0.9966591084177346,Neither
Iran,630,1984,1984,3042,16,Use of force,0,0,1985,0.8535896461116074,Neither
Iraq,645,1984,1984,3052,16,Use of force,0,0,1985,0.7944807024180238,Neither
Iraq,645,1984,1984,3036,16,Use of force,0,0,1985,0.7944807024180238,Neither
USA,2,1984,1984,2230,0,No militarized action,0,0,1985,0.9848071290248296,Neither
Japan,740,1984,1984,2728,7,Display of force,0,0,1985,0.9982984319391592,Neither
Indonesia,850,1984,1984,3050,16,Use of force,0,0,1985,0.8393309335301791,Neither
Tunisia,616,1985,1985,2540,8,Display of force,0,0,1986,0.6796018297011406,Neither
Egypt,651,1985,1985,3620,8,Display of force,0,0,1986,0.9516920715824139,Neither
USA,2,1985,1985,3620,7,Display of force,0,0,1986,0.9684986682574415,Neither
Libya,620,1985,1985,2540,7,Display of force,0,0,1986,0.8355368974052121,Neither
Israel,666,1985,1985,2563,16,Use of force,0,0,1986,0.9306510254056608,Neither
Libya,620,1985,1985,3620,7,Display of force,0,0,1986,0.8355368974052121,Neither
Somalia,520,1985,1985,2075,17,Use of force,2,0,1986,0.8257137090769563,Neither
Burkina Faso,439,1985,1986,2583,17,Use of force,2,0,1986,0.6920965496296647,Neither
Ethiopia,530,1985,1985,2075,17,Use of force,2,0,1986,0.8274521944803432,Neither
Mali,432,1985,1986,2583,17,Use of force,2,0,1986,0.7730171853134497,Neither
Czechoslovakia,315,1985,1985,2559,16,Use of force,0,0,1986,0.9933475530904673,Neither
Fm USSR,365,1985,1985,2232,16,Use of force,1,0,1986,0.8705481635691998,Neither
Nicaragua,93,1985,1985,2546,17,Use of force,1,0,1986,0.7610932352102074,Neither
Honduras,91,1985,1985,2352,12,Display of force,0,0,1986,0.837016222101002,Neither
El Salvador,92,1985,1985,2352,0,No militarized action,0,0,1986,0.7908768166464257,Neither
Costa Rica,94,1985,1985,2546,17,Use of force,1,0,1986,0.9008234256975447,Neither
Iraq,645,1985,1985,2552,16,Use of force,0,0,1986,0.7593429554183965,Neither
Tunisia,616,1985,1985,2563,0,No militarized action,0,0,1986,0.6796018297011406,Neither
Syria,652,1985,1986,3443,16,Use of force,NA,0,1986,0.9056196517122376,Neither
Iraq,645,1985,1986,2584,16,Use of force,0,0,1986,0.7593429554183965,Neither
Kuwait,690,1985,1985,2554,0,No militarized action,0,0,1986,0.8989320803369806,Neither
Saudi Arabia,670,1985,1985,2553,0,No militarized action,0,0,1986,0.6201045437084161,Neither
Korea Rep.,732,1985,1985,2555,0,No militarized action,0,0,1986,0.879494672903615,Neither
Belgium-Lux,211,1985,1985,2544,0,No militarized action,0,0,1986,0.9641386692500681,Neither
Denmark,390,1985,1986,2557,0,No militarized action,0,0,1986,0.8915685201132789,Neither
"France,Monac",220,1985,1985,2560,7,Display of force,0,0,1986,0.9054634884880425,Neither
Netherlands,210,1985,1986,2585,0,No militarized action,0,0,1986,0.92623570434317,Neither
UK,200,1985,1985,2551,0,No militarized action,0,0,1986,0.9395967794795003,Neither
Panama,95,1985,1985,2552,0,No militarized action,0,0,1986,0.9987425316068528,Neither
Cyprus,352,1985,1986,2584,0,No militarized action,0,0,1986,0.9336377872763262,Neither
Kuwait,690,1985,1985,3029,0,No militarized action,0,0,1986,0.8989320803369806,Neither
Turkey,640,1985,1985,2545,0,No militarized action,0,0,1986,0.9706124402530056,Neither
Korea Rep.,732,1985,1985,3033,0,No militarized action,0,0,1986,0.879494672903615,Neither
Italy,325,1985,1985,2549,0,No militarized action,0,0,1986,0.9382250541288978,Neither
Malta,338,1985,1985,2548,0,No militarized action,0,0,1986,0.8205819530766537,Neither
Iran,630,1985,1985,2554,16,Use of force,0,0,1986,0.9425210561491169,Neither
Iraq,645,1985,1985,3029,16,Use of force,0,0,1986,0.7593429554183965,Neither
Iran,630,1985,1985,2553,16,Use of force,0,0,1986,0.9425210561491169,Neither
Israel,666,1985,1986,3443,16,Use of force,NA,0,1986,0.9306510254056608,Neither
Iraq,645,1985,1985,2545,16,Use of force,0,0,1986,0.7593429554183965,Neither
Thailand,800,1985,1985,3618,17,Use of force,NA,0,1986,0.8984518383758021,Neither
Pakistan,770,1985,1985,2643,17,Use of force,2,0,1986,0.890045232810876,Neither
China,710,1985,1987,2102,17,Use of force,NA,0,1987,0.9636566791865895,Neither
Iran,630,1985,1985,2555,16,Use of force,0,0,1986,0.9425210561491169,Neither
Iraq,645,1985,1985,3033,16,Use of force,0,0,1986,0.7593429554183965,Neither
China,710,1985,1985,2550,7,Display of force,0,0,1986,0.9743998088451687,Neither
Philippines,840,1985,1985,3621,0,No militarized action,0,0,1986,0.9261935271842017,Neither
India,750,1985,1985,2643,17,Use of force,2,0,1986,0.8930771954307332,Neither
Malaysia,820,1985,1985,3621,16,Use of force,0,0,1986,0.9391820746675262,Neither
Myanmar,775,1985,1985,3618,17,Use of force,NA,0,1986,0.5711140652614498,Neither
India,750,1985,1987,2102,17,Use of force,NA,0,1987,0.8293492275176659,Neither
Korea Rep.,732,1985,1985,2550,16,Use of force,0,0,1986,0.879494672903615,Neither
Iran,630,1985,1985,2544,16,Use of force,0,0,1986,0.9425210561491169,Neither
Iran,630,1985,1986,2557,16,Use of force,0,0,1986,0.9425210561491169,Neither
Iran,630,1985,1985,2560,7,Display of force,0,0,1986,0.9425210561491169,Neither
New Zealand,920,1985,1985,2600,0,No militarized action,0,0,1986,0.8753361243302261,Neither
Spain,230,1985,1985,2543,0,No militarized action,0,0,1986,0.9627157267156256,Neither
Iraq,645,1985,1985,2549,16,Use of force,0,0,1986,0.7593429554183965,Neither
Iran,630,1985,1986,2585,16,Use of force,0,0,1986,0.9425210561491169,Neither
Ireland,205,1985,1985,2543,16,Use of force,0,0,1986,0.9807908870217499,Neither
Iran,630,1985,1985,2551,16,Use of force,0,0,1986,0.9425210561491169,Neither
German Democratic Republic,265,1985,1985,2232,0,No militarized action,1,0,1986,0.8481706134670287,Neither
Iraq,645,1985,1985,2548,16,Use of force,0,0,1986,0.7593429554183965,Neither
USA,2,1985,1985,2559,0,No militarized action,0,0,1986,0.9684986682574415,Neither
UK,200,1985,1985,2232,12,Display of force,1,0,1986,0.9395967794795003,Neither
USA,2,1985,1985,2232,12,Display of force,1,0,1986,0.9684986682574415,Neither
